round,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,F1,AUC
1,4,0,7,0,0.3636,1.0,0.0,0.5333,0.2143
3,5,0,6,0,0.4545,1.0,0.0,0.625,0.6333
4,2,0,9,0,0.1818,1.0,0.0,0.3077,0.1111
5,4,0,7,0,0.3636,1.0,0.0,0.5333,0.5714
6,1,0,10,0,0.0909,1.0,0.0,0.1667,1.0
7,3,0,8,0,0.2727,1.0,0.0,0.4286,0.6667
8,5,0,6,0,0.4545,1.0,0.0,0.625,0.6667
9,2,0,9,0,0.1818,1.0,0.0,0.3077,0.6667
10,4,0,7,0,0.3636,1.0,0.0,0.5333,0.4286
11,1,0,10,0,0.0909,1.0,0.0,0.1667,0.3
12,5,0,6,0,0.4545,1.0,0.0,0.625,0.3667
13,2,0,9,0,0.1818,1.0,0.0,0.3077,0.1111
14,4,0,7,0,0.3636,1.0,0.0,0.5333,0.4286
15,5,0,6,0,0.4545,1.0,0.0,0.625,0.3333
16,4,0,7,0,0.3636,1.0,0.0,0.5333,0.5357
17,2,0,9,0,0.1818,1.0,0.0,0.3077,0.7222
18,1,0,10,0,0.0909,1.0,0.0,0.1667,0.6
19,2,0,9,0,0.1818,1.0,0.0,0.3077,0.5
20,2,0,9,0,0.1818,1.0,0.0,0.3077,0.4444
21,4,0,7,0,0.3636,1.0,0.0,0.5333,0.3571
22,1,0,10,0,0.0909,1.0,0.0,0.1667,0.5
23,6,0,5,0,0.5455,1.0,0.0,0.7059,0.3333
24,3,0,8,0,0.2727,1.0,0.0,0.4286,0.375
25,1,0,10,0,0.0909,1.0,0.0,0.1667,0.6
26,2,0,9,0,0.1818,1.0,0.0,0.3077,0.4444
27,1,0,10,0,0.0909,1.0,0.0,0.1667,0.4
28,1,0,10,0,0.0909,1.0,0.0,0.1667,0.2
29,2,0,9,0,0.1818,1.0,0.0,0.3077,0.4444
30,1,0,10,0,0.0909,1.0,0.0,0.1667,0.4
31,2,0,9,0,0.1818,1.0,0.0,0.3077,0.5
32,3,0,8,0,0.2727,1.0,0.0,0.4286,0.75
33,4,0,7,0,0.3636,1.0,0.0,0.5333,0.6429
34,4,0,7,0,0.3636,1.0,0.0,0.5333,0.6429
35,2,0,9,0,0.1818,1.0,0.0,0.3077,0.5556
36,4,0,7,0,0.3636,1.0,0.0,0.5333,0.7143
38,4,0,7,0,0.3636,1.0,0.0,0.5333,0.7143
39,4,0,7,0,0.3636,1.0,0.0,0.5333,0.5
40,1,0,10,0,0.0909,1.0,0.0,0.1667,0.5
41,3,0,8,0,0.2727,1.0,0.0,0.4286,0.375
42,3,0,8,0,0.2727,1.0,0.0,0.4286,0.625
43,2,0,9,0,0.1818,1.0,0.0,0.3077,0.7778
44,2,0,9,0,0.1818,1.0,0.0,0.3077,0.4444
45,2,0,9,0,0.1818,1.0,0.0,0.3077,0.7778
46,6,0,5,0,0.5455,1.0,0.0,0.7059,0.7333
47,4,0,7,0,0.3636,1.0,0.0,0.5333,0.3571
48,1,0,10,0,0.0909,1.0,0.0,0.1667,0.5
49,3,0,8,0,0.2727,1.0,0.0,0.4286,0.375
50,3,0,8,0,0.2727,1.0,0.0,0.4286,0.125
